Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
02.07.2022 01:00:00,997.07,12.09,285.48,12.09,100,14.13,14.13,0,8.86,14.17,1211.19,1.83,2.68,208.7,0,0,0,0,0,21.54,447.5
02.07.2022 01:10:00,997.04,12.06,285.45,12.06,100,14.1,14.1,0,8.84,14.14,1211.29,1.81,2.87,198.1,0,0,0,0,0,21.39,447.8
02.07.2022 01:20:00,996.96,12.09,285.49,12.09,100,14.13,14.13,0,8.86,14.17,1211.06,1.57,2.78,193,0,0,0,0,0,21.26,446.4
02.07.2022 01:30:00,996.95,12.14,285.54,12.14,100,14.17,14.17,0,8.89,14.22,1210.8,1.58,2.83,200.4,0,0,0,0,0,21.16,444.4
02.07.2022 01:40:00,996.94,12.13,285.53,12.13,100,14.16,14.16,0,8.89,14.21,1210.85,1.59,2.58,202.3,0,0,0,0,0,21.07,444.9
02.07.2022 01:50:00,996.98,12.01,285.41,12.01,100,14.05,14.05,0,8.81,14.1,1211.45,1.71,2.42,197.7,0,0,0,0,0,21,445.5
02.07.2022 02:00:00,996.95,11.88,285.28,11.88,100,13.93,13.93,0,8.74,13.98,1212.02,1.56,2.56,205.3,0,0,0,0,0,20.93,446.4
02.07.2022 02:10:00,996.93,11.79,285.19,11.79,100,13.85,13.85,0,8.69,13.89,1212.42,1.11,1.69,220.5,0,0,0,0,0,20.87,445.1
02.07.2022 02:20:00,996.98,11.75,285.15,11.75,100,13.81,13.81,0,8.66,13.86,1212.67,1.09,2.02,212.1,0,0,0,0,0,20.81,446
02.07.2022 02:30:00,997.03,11.68,285.07,11.68,100,13.75,13.75,0,8.62,13.79,1213.06,1.08,2.24,207.4,0,0,0,0,0,20.75,447.7
02.07.2022 02:40:00,997.04,11.57,284.96,11.57,100,13.65,13.65,0,8.56,13.69,1213.59,0.99,1.7,218.5,0,0,0,0,0,20.69,450.2
02.07.2022 02:50:00,997.11,11.52,284.91,11.52,100,13.61,13.61,0,8.53,13.64,1213.91,1.1,2.41,172.9,0,0,0,0,0,20.62,451.5
02.07.2022 03:00:00,997.18,11.45,284.83,11.45,100,13.54,13.54,0,8.49,13.58,1214.32,1.56,2.87,187,0,0,0,0,0,20.57,452.5
02.07.2022 03:10:00,997.16,11.4,284.78,11.4,100,13.5,13.5,0,8.46,13.54,1214.52,0.57,1.17,209.4,0,0,0,0,0,20.51,452.2
02.07.2022 03:20:00,997.19,11.39,284.77,11.39,100,13.49,13.49,0,8.46,13.53,1214.61,0.66,1.08,191,0,0,0,0,0,20.46,453.1
02.07.2022 03:30:00,997.26,11.07,284.44,11.07,100,13.2,13.2,0,8.28,13.24,1216.2,0.7,1.21,161.2,0,0,0,0,0,20.41,454.9
02.07.2022 03:40:00,997.39,10.87,284.23,10.87,100,13.03,13.03,0,8.17,13.06,1217.29,1.01,2.26,150.6,0,0,0,0,0,20.35,460.5
02.07.2022 03:50:00,997.46,10.65,284.01,10.65,100,12.84,12.84,0,8.05,12.87,1218.41,1.17,2.69,138.7,0,0,0.09,1.35,2.34,20.32,462.2
02.07.2022 04:00:00,997.41,10.5,283.86,10.5,100,12.71,12.71,0,7.97,12.75,1219.05,0.74,1.3,214,0,0,0.75,4.07,5.89,20.32,463.4
02.07.2022 04:10:00,997.48,10.5,283.85,10.5,100,12.71,12.71,0,7.97,12.74,1219.14,0.42,0.94,212.7,0,0,2.73,8.74,11.87,20.33,461.6
02.07.2022 04:20:00,997.55,10.4,283.75,10.4,100,12.63,12.63,0,7.91,12.66,1219.69,0.74,1.17,217.8,0,0,6.23,17.37,23.09,20.35,462.4
02.07.2022 04:30:00,997.63,10.12,283.46,10.12,100,12.39,12.39,0,7.76,12.42,1221.11,0.81,1.87,205.2,0,0,13.12,30.65,38.35,20.36,460.8
02.07.2022 04:40:00,997.71,10.28,283.62,10.28,100,12.53,12.53,0,7.85,12.56,1220.46,0.74,1.5,197.8,0,0,21.1,46.45,53.99,20.35,456.7
02.07.2022 04:50:00,997.72,10.37,283.71,10.37,100,12.6,12.6,0,7.89,12.63,1220.04,0.67,1.36,204.1,0,0,26.28,62.39,68.39,20.34,454.6
02.07.2022 05:00:00,997.78,10.36,283.69,10.36,100,12.59,12.59,0,7.89,12.62,1220.16,0.7,1.01,178.4,0,0,38.9,85.61,112.98,20.34,463.3
02.07.2022 05:10:00,997.85,10.4,283.72,10.4,100,12.63,12.63,0,7.91,12.65,1220.06,0.78,1.33,210.5,0,0,56.19,115.31,155.01,20.35,458.1
02.07.2022 05:20:00,997.88,10.63,283.95,10.63,100,12.82,12.82,0,8.03,12.85,1219.01,0.82,1.07,199,0,0,65.67,139.07,168.41,20.39,457.1
02.07.2022 05:30:00,997.95,10.76,284.08,10.76,100,12.93,12.93,0,8.1,12.96,1218.5,0.64,0.98,204.8,0,0,92.67,188.47,279.64,20.47,457.7
02.07.2022 05:40:00,998.02,11.18,284.49,11.13,99.7,13.3,13.26,0.04,8.31,13.29,1216.63,0.6,0.98,167.5,0,0,96.01,205.41,319.53,20.58,466
02.07.2022 05:50:00,998.03,11.81,285.12,11.37,97.1,13.87,13.47,0.4,8.44,13.49,1213.85,0.46,0.83,166.3,0,0,152.52,311.56,393.83,20.73,462.2
02.07.2022 06:00:00,998.16,12.57,285.87,11.6,93.8,14.58,13.68,0.9,8.57,13.7,1210.69,0.67,1.19,180.6,0,0,206.97,417.2,534.96,20.97,466.1
02.07.2022 06:10:00,998.13,12.88,286.18,11.75,92.8,14.88,13.81,1.07,8.65,13.84,1209.28,1.15,2.02,208,0,0,246.15,493.86,534.71,21.33,459.8
02.07.2022 06:20:00,998.17,13.08,286.38,11.98,93,15.08,14.02,1.06,8.78,14.05,1208.38,0.87,2.27,190.7,0,0,258.79,515.03,530.98,21.82,458.1
02.07.2022 06:30:00,998.29,14.03,287.32,12.2,88.7,16.04,14.23,1.81,8.91,14.25,1204.43,0.8,1.49,173.2,0,0,300.87,589.32,694.96,22.42,456.6
02.07.2022 06:40:00,998.37,14.61,287.89,12.33,86.2,16.65,14.36,2.3,8.99,14.38,1202.04,1.2,1.92,167.2,0,0,333.45,639.34,731.11,23.08,451
02.07.2022 06:50:00,998.39,14.41,287.69,12.33,87.3,16.44,14.35,2.09,8.99,14.38,1202.91,1.33,2.24,167,0,0,290.37,563.95,731.08,23.77,453.2
02.07.2022 07:00:00,998.39,14.65,287.93,12.46,86.7,16.7,14.48,2.22,9.07,14.5,1201.85,1.27,2.56,155.3,0,0,320.78,611.73,730.81,24.37,457.1
02.07.2022 07:10:00,998.47,15.03,288.31,12.48,84.7,17.11,14.49,2.62,9.08,14.52,1200.36,2.01,2.73,156.4,0,0,420.22,776.75,808.16,24.9,455
02.07.2022 07:20:00,998.48,15.27,288.55,12.71,84.7,17.38,14.72,2.66,9.22,14.74,1199.27,1.2,2.59,147.2,0,0,378.8,712.5,841.95,25.41,451.4
02.07.2022 07:30:00,998.48,15.73,289.01,12.91,83.3,17.9,14.91,2.99,9.34,14.93,1197.27,1.8,2.88,159.5,0,0,440.44,826.8,847.42,25.92,448.1
02.07.2022 07:40:00,998.44,16.22,289.5,13.02,81.3,18.47,15.01,3.45,9.41,15.04,1195.14,1.85,3.17,153,0,0,463.81,880.41,904.19,26.41,441.8
02.07.2022 07:50:00,998.37,16.77,290.06,13.3,79.98,19.13,15.3,3.83,9.59,15.32,1192.66,1.68,2.6,161.4,0,0,486.7,927.65,951.3,26.93,442.7
02.07.2022 08:00:00,998.32,17.31,290.6,13.52,78.38,19.79,15.51,4.28,9.72,15.54,1190.29,1.49,2.62,153.2,0,0,509.02,979.17,1002.23,27.48,440.4
02.07.2022 08:10:00,998.31,17.71,291,13.41,75.92,20.3,15.41,4.89,9.66,15.44,1188.69,1.63,2.37,162.9,0,0,529.97,1030.19,1054.52,28.1,437.8
02.07.2022 08:20:00,998.3,18.39,291.68,13.56,73.43,21.18,15.56,5.63,9.75,15.58,1185.84,1.1,2.09,143.2,0,0,552.73,1078.1,1101.92,28.77,435.5
02.07.2022 08:30:00,998.31,18.83,292.12,13.71,72.13,21.78,15.71,6.07,9.84,15.73,1183.99,1.72,2.97,147.3,0,0,577.59,1126.07,1147.66,29.49,431.7
02.07.2022 08:40:00,998.33,18.54,291.83,13.56,72.73,21.38,15.55,5.83,9.75,15.58,1185.27,1.85,3.15,101.9,0,0,602.17,1171.98,1194.7,30.21,427.9
02.07.2022 08:50:00,998.31,18.65,291.94,13.52,72.07,21.53,15.52,6.01,9.73,15.54,1184.81,2.16,3.44,130.9,0,0,626.5,1218.18,1240.27,30.89,424.5
02.07.2022 09:00:00,998.3,18.68,291.97,13.32,71,21.57,15.32,6.26,9.6,15.34,1184.77,2.08,3.55,117.3,0,0,651,1264.8,1284.28,31.61,422.6
02.07.2022 09:10:00,998.36,19.33,292.62,13.4,68.55,22.47,15.4,7.07,9.65,15.43,1182.16,2.27,3.9,131.9,0,0,677.05,1315.75,1343.47,32.43,422.4
02.07.2022 09:20:00,998.38,19.43,292.72,13.46,68.37,22.61,15.46,7.15,9.69,15.48,1181.76,1.96,3.04,109.2,0,0,705.27,1370.94,1409.88,33.19,421.6
02.07.2022 09:30:00,998.28,19.73,293.02,13.44,67.02,23.03,15.44,7.6,9.67,15.46,1180.44,2.46,4.18,95.7,0,0,741.74,1438.7,1507.33,33.87,420.2
02.07.2022 09:40:00,998.19,20.09,293.39,12.81,62.91,23.55,14.82,8.73,9.28,14.84,1179.17,3.02,4.39,121,0,0,835.48,1608.71,1689.28,34.44,417.4
02.07.2022 09:50:00,998.22,20.61,293.91,12.39,59.26,24.32,14.41,9.91,9.03,14.44,1177.29,2.75,4.77,117.9,0,0,646.82,1242.97,1930.06,34.91,415.2
02.07.2022 10:00:00,998.19,20.63,293.93,11.58,56.09,24.35,13.66,10.69,8.55,13.68,1177.52,3.28,5.34,121.4,0,0,520.01,1021.1,1979.16,35.27,413.9
02.07.2022 10:10:00,998.1,21.25,294.56,11.17,52.54,25.29,13.29,12,8.32,13.32,1175.09,3.1,5.63,161.4,0,0,575.55,1105.21,1960.67,35.47,412.6
02.07.2022 10:20:00,998.02,21.78,295.1,10.08,47.31,26.13,12.36,13.77,7.74,12.39,1173.3,3.51,6.5,160.2,0,0,773.34,1509.22,1895.5,35.59,411.6
02.07.2022 10:30:00,997.97,21.96,295.28,9.1,43.8,26.42,11.57,14.85,7.24,11.59,1172.88,3.79,6.34,144.8,0,0,904.96,1731.56,1879.06,35.7,410.8
02.07.2022 10:40:00,997.84,22.23,295.56,9.29,43.64,26.86,11.72,15.14,7.34,11.74,1171.59,3.55,5.31,165,0,0,1002.38,1922.28,2009.73,35.8,410.8
02.07.2022 10:50:00,997.73,22.47,295.81,8.93,41.97,27.25,11.44,15.81,7.16,11.46,1170.63,4.18,6.75,167.4,0,0,836.21,1625.67,2149.38,35.96,411.2
02.07.2022 11:00:00,997.65,22.21,295.56,8.69,41.97,26.82,11.26,15.57,7.05,11.28,1171.65,3.95,5.88,155.7,0,0,512.98,1013.75,2090.71,36.14,411.1
02.07.2022 11:10:00,997.61,21.91,295.26,8.81,43.07,26.34,11.34,14.99,7.1,11.37,1172.76,3.34,4.9,155.8,0,0,346.95,694.8,1154.52,36.2,411.3
02.07.2022 11:20:00,997.56,22.33,295.69,9.34,43.52,27.02,11.76,15.26,7.36,11.79,1170.85,3.36,5.21,187.5,0,0,912.36,1776.34,2227.83,36.06,411.2
02.07.2022 11:30:00,997.51,22.72,296.08,9.41,42.72,27.67,11.82,15.85,7.4,11.85,1169.21,3.27,5.39,177,0,0,660.8,1299.56,2035.74,35.94,411.2
02.07.2022 11:40:00,997.44,22.6,295.97,9.44,43.1,27.47,11.84,15.63,7.42,11.87,1169.6,2.37,4.02,195.2,0,0,432.04,879.03,2189.13,35.93,411.3
02.07.2022 11:50:00,997.32,22.44,295.82,9.28,43.06,27.2,11.71,15.49,7.34,11.74,1170.15,1.24,3.19,227.1,0,0,473.58,936.75,2168.4,35.92,411.3
02.07.2022 12:00:00,997.24,22.52,295.9,9.45,43.34,27.33,11.85,15.49,7.42,11.88,1169.68,1.01,2.55,286.1,0,0,311.74,615.62,2159.63,35.95,410.9
02.07.2022 12:10:00,997.22,22.62,296.01,9.53,43.33,27.5,11.92,15.58,7.47,11.95,1169.23,1.07,2.87,179.8,0,0,342.83,687,1988.87,35.98,411.4
02.07.2022 12:20:00,997.18,22.64,296.03,9.31,42.62,27.53,11.73,15.8,7.35,11.77,1169.18,2.66,4.8,128.5,0,0,303.44,603.78,1718.01,36,411.3
02.07.2022 12:30:00,997.13,22.48,295.87,9.26,42.9,27.27,11.7,15.57,7.33,11.73,1169.77,3.21,5.49,167.4,0,0,259.85,513.59,536.35,35.97,410.8
02.07.2022 12:40:00,997.03,22.44,295.84,9.2,42.83,27.2,11.65,15.55,7.3,11.68,1169.84,3.17,5.12,126.3,0,0,626.24,1232.15,2299.12,35.86,410.9
02.07.2022 12:50:00,996.91,22.97,296.38,8.86,40.52,28.09,11.38,16.71,7.13,11.42,1167.72,2.56,3.69,168.1,0,0,502.15,996.8,2137.4,35.71,411.1
02.07.2022 13:00:00,996.79,23.32,296.74,9.11,40.37,28.69,11.58,17.11,7.26,11.62,1166.11,3.16,6.1,164.7,0,0,1044.18,2026.21,2187.26,35.64,411
02.07.2022 13:10:00,996.68,23.63,297.06,9.09,39.57,29.23,11.57,17.66,7.25,11.6,1164.77,2.23,4.3,133.1,0,0,767.41,1514.43,2077.05,35.7,411.1
02.07.2022 13:20:00,996.63,23.61,297.05,8.81,38.86,29.19,11.34,17.85,7.11,11.38,1164.88,2.49,6.22,137.8,0,0,471.57,949.04,2137.35,35.86,410.9
02.07.2022 13:30:00,996.49,23.86,297.31,8.88,38.46,29.64,11.4,18.24,7.15,11.44,1163.72,1.46,3.92,173.7,0,0,625.26,1247.95,2099.21,36.05,410.6
02.07.2022 13:40:00,996.39,24.24,297.7,8.92,37.71,30.32,11.43,18.89,7.17,11.48,1162.1,3.25,5.33,137.1,0,0,908.78,1775.6,2058.07,36.24,410.3
02.07.2022 13:50:00,996.25,23.87,297.34,8.51,37.5,29.65,11.12,18.53,6.97,11.16,1163.52,2.4,4.34,57.21,0,0,777.97,1512.89,1909.98,36.45,410.3
02.07.2022 14:00:00,996.16,24.11,297.59,8.8,37.68,30.08,11.34,18.75,7.11,11.38,1162.38,2,4.55,123.1,0,0,695.58,1388.98,1853.68,36.68,410.1
02.07.2022 14:10:00,996.02,24.4,297.89,8.87,37.21,30.61,11.39,19.22,7.14,11.44,1161.06,2.87,5.69,112.1,0,0,858.94,1680.64,1776.27,36.91,409.8
02.07.2022 14:20:00,995.9,24.4,297.9,8.88,37.23,30.61,11.4,19.21,7.15,11.44,1160.92,2.99,4.9,129.4,0,0,835.03,1628.05,1643.96,37.15,409.9
02.07.2022 14:30:00,995.71,24.34,297.86,8.64,36.76,30.5,11.21,19.29,7.03,11.26,1161.01,2.3,3.78,94.7,0,0,810.75,1581.78,1616.27,37.38,409.8
02.07.2022 14:40:00,995.55,24.48,298.01,8.85,36.98,30.76,11.37,19.38,7.14,11.43,1160.21,2.31,5.6,117.7,0,0,789.08,1541.78,1565.02,37.59,410
02.07.2022 14:50:00,995.51,24.78,298.31,8.95,36.57,31.31,11.45,19.86,7.19,11.5,1158.96,2.03,3.47,92.1,0,0,770.13,1504.22,1525.01,37.79,410
02.07.2022 15:00:00,995.49,24.74,298.28,8.73,36.12,31.24,11.28,19.96,7.08,11.33,1159.17,1.96,4.02,70.52,0,0,757.24,1477.97,1492.45,38.01,410.1
02.07.2022 15:10:00,995.54,25.13,298.66,8.8,35.46,31.97,11.34,20.64,7.11,11.39,1157.69,2.79,5.38,193.9,0,0,608.92,1214.58,1644.23,38.22,410.3
02.07.2022 15:20:00,995.45,25.12,298.66,8.78,35.43,31.95,11.32,20.63,7.1,11.37,1157.63,2.48,5.51,147.5,0,0,614.23,1208.34,1601.36,38.41,410.5
02.07.2022 15:30:00,995.35,25.45,299,8.95,35.16,32.59,11.46,21.13,7.19,11.51,1156.17,2.07,5.98,100.3,0,0,705.22,1365.2,1520.96,38.56,410.3
02.07.2022 15:40:00,995.16,25.43,299,8.68,34.56,32.55,11.25,21.3,7.06,11.3,1156.11,4.22,6.8,107.8,0,0,674.32,1306.88,1340.84,38.69,409.9
02.07.2022 15:50:00,994.92,25.43,299.02,9.07,35.48,32.55,11.55,21,7.25,11.61,1155.7,2.95,5.1,97.9,0,0,646.52,1252.62,1283.54,38.8,409.8
02.07.2022 16:00:00,994.85,25.55,299.14,9.14,35.39,32.78,11.6,21.18,7.29,11.66,1155.14,2.71,5.03,125.7,0,0,621.33,1205.39,1228.01,38.88,409.7
02.07.2022 16:10:00,994.75,25.59,299.19,9.01,35.01,32.86,11.5,21.36,7.22,11.56,1154.9,2.23,5.44,117.8,0,0,594.5,1152.14,1175.16,38.95,409.5
02.07.2022 16:20:00,994.69,25.86,299.47,9.07,34.59,33.39,11.55,21.84,7.25,11.61,1153.77,2.88,5.17,139.2,0,0,570.21,1106.88,1123.99,39.03,409.7
02.07.2022 16:30:00,994.56,25.77,299.39,8.83,34.21,33.21,11.36,21.85,7.14,11.42,1154.05,3.86,5.82,187.5,0,0,545.11,1054.91,1087.76,39.12,409.8
02.07.2022 16:40:00,994.47,26,299.63,9.09,34.34,33.67,11.56,22.11,7.26,11.63,1152.97,2.8,6.04,140,0,0,520.83,1007.55,1026.94,39.21,409.6
02.07.2022 16:50:00,994.32,25.82,299.46,9.07,34.66,33.31,11.55,21.76,7.25,11.61,1153.5,2.79,5.48,80.4,0,0,494.34,957.51,982.3,39.26,409.7
02.07.2022 17:00:00,994.17,26.1,299.75,9.02,33.99,33.87,11.51,22.35,7.23,11.58,1152.26,2.77,4.78,171.7,0,0,466.75,903.33,924.73,39.29,409.9
02.07.2022 17:10:00,994,26.18,299.85,8.95,33.66,34.03,11.45,22.57,7.2,11.52,1151.78,2.81,5.23,176.8,0,0,441.96,855.39,877.1,39.32,409.8
02.07.2022 17:20:00,993.83,26.34,300.02,9.14,33.78,34.35,11.6,22.75,7.29,11.68,1150.9,2.85,5.38,123.7,0,0,411.66,796.79,823.96,39.34,410.1
02.07.2022 17:30:00,993.72,26.59,300.28,9.26,33.55,34.86,11.69,23.16,7.35,11.77,1149.78,2.88,5.47,122.9,0,0,386.31,747.38,768.44,39.36,410.1
02.07.2022 17:40:00,993.74,26.44,300.13,9.02,33.3,34.55,11.51,23.05,7.23,11.58,1150.46,2.67,4.31,134.3,0,0,361.1,698.28,723.6,39.38,409.7
02.07.2022 17:50:00,993.69,26.53,300.22,8.84,32.73,34.74,11.37,23.37,7.15,11.44,1150.11,3.06,5.22,118.3,0,0,335.28,648.5,670.95,39.39,409.4
02.07.2022 18:00:00,993.63,26.29,299.99,8.89,33.3,34.25,11.4,22.84,7.17,11.48,1150.95,3.01,5.72,123.7,0,0,308.58,595.5,622.73,39.39,409.4
02.07.2022 18:10:00,993.57,26.49,300.19,8.86,32.86,34.65,11.39,23.27,7.16,11.46,1150.11,2.35,5.14,129.7,0,0,282.15,544.57,568.95,39.34,409.6
02.07.2022 18:20:00,993.45,26.39,300.1,8.94,33.23,34.45,11.45,23,7.2,11.52,1150.34,2.81,5.78,100,0,0,256.35,494.34,518.15,39.29,409.8
02.07.2022 18:30:00,993.38,26.29,300.01,8.82,33.15,34.25,11.35,22.89,7.14,11.43,1150.67,3.58,7.02,117.4,0,0,231.3,443.63,467,39.24,410.3
02.07.2022 18:40:00,993.33,26.08,299.8,9.05,34.09,33.83,11.53,22.29,7.25,11.61,1151.35,2.78,4.36,96.5,0,0,206.21,395.84,419.1,39.17,409.7
02.07.2022 18:50:00,993.26,25.91,299.64,9.12,34.61,33.49,11.59,21.9,7.29,11.67,1151.9,2.06,3.77,94.4,0,0,180.23,347.08,371.14,39.07,409.4
02.07.2022 19:00:00,993.19,26.15,299.89,9.25,34.42,33.97,11.69,22.27,7.35,11.77,1150.85,2.11,3.96,121.3,0,0,140.08,275.71,323.56,38.96,410.3
02.07.2022 19:10:00,993.11,25.72,299.46,9.23,35.24,33.11,11.67,21.44,7.34,11.75,1152.41,2.17,3.66,107.4,0,0,41.26,109.46,186.56,38.78,410.8
02.07.2022 19:20:00,992.95,25.15,298.9,8.85,35.53,32.01,11.37,20.64,7.16,11.45,1154.56,2.47,4.8,104.9,0,0,26.59,81.88,85.85,38.45,410.2
02.07.2022 19:30:00,992.89,24.81,298.57,9.33,37.47,31.37,11.75,19.62,7.4,11.84,1155.65,2.13,3.44,96.9,0,0,23.47,74.08,77.98,37.98,409.8
02.07.2022 19:40:00,992.85,24.53,298.29,9.62,38.84,30.85,11.98,18.87,7.54,12.07,1156.58,2.06,4.02,103.1,0,0,20.2,65.86,69.97,37.45,409.4
02.07.2022 19:50:00,992.82,24.3,298.06,9.86,40.03,30.43,12.18,18.25,7.67,12.27,1157.35,2.13,4.42,113.2,0,0,16.92,56.79,61.46,36.92,409.7
02.07.2022 20:00:00,992.84,23.94,297.7,10.14,41.68,29.78,12.41,17.37,7.81,12.5,1158.68,0.95,3.65,181.3,0,0,12.61,46.53,51.75,36.4,411.3
02.07.2022 20:10:00,992.89,23.44,297.2,10.31,43.43,28.9,12.55,16.35,7.9,12.64,1160.62,0.54,1.29,215.4,0,0,8.09,35.41,40.89,35.92,412.8
02.07.2022 20:20:00,992.98,23.05,296.8,10.24,44.25,28.22,12.49,15.74,7.86,12.58,1162.29,1.05,1.56,246.7,0,0,4.68,24.46,29.72,35.47,413.1
02.07.2022 20:30:00,992.99,22.86,296.61,10.1,44.36,27.9,12.38,15.52,7.79,12.46,1163.09,1.2,1.96,252.3,0,0,1.74,14.8,19.24,35.04,412.2
02.07.2022 20:40:00,993.02,22.66,296.4,10.03,44.7,27.57,12.32,15.24,7.75,12.41,1163.95,1.68,2.12,255.5,0,0,0,7.47,10.6,34.63,412.1
02.07.2022 20:50:00,993.09,22.48,296.22,10.05,45.24,27.27,12.34,14.93,7.76,12.42,1164.73,1.87,2.53,245.2,0,0,0,3.02,4.71,33.96,413.5
02.07.2022 21:00:00,993.14,22.35,296.08,9.99,45.42,27.05,12.29,14.76,7.73,12.37,1165.32,0.92,1.81,254,0,0,0,1,1.71,32.63,413.9
02.07.2022 21:10:00,993.14,22.2,295.93,9.96,45.75,26.81,12.26,14.54,7.72,12.35,1165.92,0.5,1.22,146,0,0,0,0,0,31.71,413.4
02.07.2022 21:20:00,993.15,22.22,295.95,9.93,45.6,26.84,12.24,14.6,7.7,12.32,1165.87,0.81,1.44,43.3,0,0,0,0,0,31.14,412.9
02.07.2022 21:30:00,993.17,21.83,295.56,10.2,47.55,26.21,12.46,13.75,7.84,12.55,1167.33,1.04,2.08,239.9,0,0,0,0,0,30.74,416.2
02.07.2022 21:40:00,993.19,21.5,295.23,10.22,48.59,25.69,12.48,13.2,7.85,12.57,1168.65,0.73,2,212.4,0,0,0,0,0,30.44,416.6
02.07.2022 21:50:00,993.15,20.86,294.59,10.67,52.05,24.7,12.85,11.84,8.09,12.94,1170.98,0.66,1.3,48.17,0,0,0,0,0,30.17,423.3
02.07.2022 22:00:00,993.11,20.57,294.3,10.66,52.97,24.26,12.85,11.41,8.09,12.94,1172.09,0.54,0.84,60.56,0,0,0,0,0,29.89,424.2
02.07.2022 22:10:00,993.12,20.41,294.14,10.66,53.49,24.02,12.85,11.17,8.09,12.94,1172.75,0.42,0.83,40.93,0,0,0,0,0,29.63,423.3
02.07.2022 22:20:00,993.18,20.24,293.96,10.61,53.89,23.77,12.81,10.96,8.06,12.9,1173.52,0.46,1.18,265.3,0,0,0,0,0,29.37,422.3
02.07.2022 22:30:00,993.26,20.09,293.81,10.59,54.32,23.55,12.79,10.76,8.05,12.88,1174.22,0.26,0.48,2.59,0,0,0,0,0,29.13,422
02.07.2022 22:40:00,993.29,19.99,293.7,10.58,54.6,23.41,12.78,10.63,8.04,12.87,1174.66,0.23,0.47,31.51,0,0,0,0,0,28.9,421.9
02.07.2022 22:50:00,993.28,19.56,293.28,10.78,56.85,22.79,12.96,9.83,8.15,13.04,1176.29,0.4,1.05,90.6,0,0,0,0,0,28.69,425.3
02.07.2022 23:00:00,993.28,19.06,292.77,10.83,58.84,22.09,13,9.09,8.18,13.09,1178.29,0.8,1.42,230.2,0,0,0,0,0,28.48,426.4
02.07.2022 23:10:00,993.25,18.74,292.46,11.08,61.01,21.65,13.21,8.44,8.31,13.3,1179.45,0.52,1.04,212.3,0,0,0,0,0,28.26,430.7
02.07.2022 23:20:00,993.28,18.43,292.14,11.16,62.53,21.24,13.28,7.96,8.36,13.37,1180.7,0.51,1.05,191.7,0,0,0,0,0,28.05,433.5
02.07.2022 23:30:00,993.32,18.16,291.87,11.18,63.71,20.88,13.3,7.58,8.37,13.39,1181.83,0.62,0.95,173.9,0,0,0,0,0,27.84,435
02.07.2022 23:40:00,993.29,17.89,291.6,11.15,64.68,20.53,13.28,7.25,8.36,13.37,1182.91,0.48,1.02,161.4,0,0,0,0,0,27.63,434
02.07.2022 23:50:00,993.29,17.73,291.44,11.08,65,20.32,13.21,7.11,8.31,13.3,1183.59,0.34,0.57,199,0,0,0,0,0,27.42,432.2
03.07.2022 00:00:00,993.31,17.56,291.27,11.05,65.58,20.11,13.19,6.92,8.3,13.27,1184.31,0.67,1.44,203.4,0,0,0,0,0,27.21,432.4
03.07.2022 00:10:00,993.24,17.67,291.38,11.01,64.95,20.25,13.15,7.1,8.28,13.24,1183.81,0.92,1.46,209.4,0,0,0,0,0,27,436
03.07.2022 00:20:00,993.25,17.8,291.51,10.95,64.18,20.41,13.1,7.31,8.25,13.19,1183.3,0.9,1.25,210.4,0,0,0,0,0,26.8,434.5
03.07.2022 00:30:00,993.22,18.01,291.73,10.73,62.42,20.69,12.91,7.77,8.13,13,1182.51,0.97,1.46,211.1,0,0,0,0,0,26.62,431.1
03.07.2022 00:40:00,993.18,18.11,291.83,10.65,61.7,20.82,12.84,7.97,8.08,12.93,1182.08,0.92,1.41,218.8,0,0,0,0,0,26.47,430.6
03.07.2022 00:50:00,993.19,17.94,291.66,10.68,62.47,20.59,12.87,7.73,8.1,12.95,1182.77,0.94,1.55,207.8,0,0,0,0,0,26.33,431.8
03.07.2022 01:00:00,993.2,17.78,291.5,10.56,62.59,20.39,12.76,7.63,8.03,12.85,1183.48,0.72,1.14,241.4,0,0,0,0,0,26.19,430.6
03.07.2022 01:10:00,993.13,17.71,291.43,10.56,62.89,20.3,12.77,7.53,8.03,12.85,1183.68,0.56,1.21,221.4,0,0,0,0,0,26.06,431
03.07.2022 01:20:00,993.12,17.66,291.39,10.53,62.96,20.23,12.74,7.49,8.02,12.83,1183.88,0.86,1.49,214.5,0,0,0,0,0,25.94,431.2
03.07.2022 01:30:00,993.1,17.78,291.51,10.46,62.2,20.39,12.68,7.71,7.98,12.77,1183.4,0.87,1.64,218.8,0,0,0,0,0,25.81,430.1
03.07.2022 01:40:00,993.1,17.67,291.4,10.47,62.65,20.25,12.68,7.56,7.98,12.77,1183.84,0.97,1.44,213.3,0,0,0,0,0,25.71,430.8
03.07.2022 01:50:00,993.05,17.43,291.16,10.47,63.61,19.94,12.69,7.26,7.98,12.77,1184.77,1.02,1.67,224,0,0,0,0,0,25.61,431.7
03.07.2022 02:00:00,993.06,17.47,291.2,10.43,63.27,19.99,12.65,7.34,7.96,12.74,1184.63,0.63,1.15,222.3,0,0,0,0,0,25.49,431
